task_id	model	timestamp	parser_rate	acc	precision	recall	f1
03	DolphonUltrasound72BV0.5	2025-05-22 23:16:52	1.0000	0.9489	0.9365	0.9281	0.9305
37	DolphonUltrasound72BV0.5	2025-05-22 23:16:56	1.0000	0.9805	0.5960	0.5875	0.5917
50	DolphonUltrasound72BV0.5	2025-05-22 23:16:57	1.0000	0.5294	0.2154	0.1985	0.2052
53	DolphonUltrasound72BV0.5	2025-05-22 23:17:00	1.0000	0.4752	0.1955	0.1935	0.1719
69	DolphonUltrasound72BV0.5	2025-05-22 23:17:00	1.0000	0.5400	0.6913	0.4707	0.4576
10	DolphonUltrasound72BV0.5	2025-05-22 23:17:01	1.0000	0.8553	0.6342	0.5465	0.5667
18	DolphonUltrasound72BV0.5	2025-05-22 23:17:02	1.0000	0.8922	0.8997	0.8922	0.8916
21	DolphonUltrasound72BV0.5	2025-05-22 23:17:02	1.0000	0.6550	0.7397	0.6459	0.6135
23	DolphonUltrasound72BV0.5	2025-05-22 23:17:03	1.0000	0.8100	0.7889	0.8433	0.8033
25	DolphonUltrasound72BV0.5	2025-05-22 23:17:03	1.0000	0.5500	0.5963	0.6027	0.5489
28	DolphonUltrasound72BV0.5	2025-05-22 23:17:03	1.0000	0.1923	0.0321	0.1667	0.0538
32	DolphonUltrasound72BV0.5	2025-05-22 23:17:04	1.0000	0.5922	0.5941	0.5943	0.5922
40	DolphonUltrasound72BV0.5	2025-05-22 23:17:05	1.0000	0.5321	0.4200	0.4256	0.4166
42	DolphonUltrasound72BV0.5	2025-05-22 23:17:05	1.0000	0.3960	0.4081	0.4006	0.3901
44	DolphonUltrasound72BV0.5	2025-05-22 23:17:05	1.0000	0.3889	0.0981	0.2500	0.1409
57	DolphonUltrasound72BV0.5	2025-05-22 23:17:06	1.0000	0.3679	0.4235	0.4435	0.3550
66	DolphonUltrasound72BV0.5	2025-05-22 23:17:06	1.0000	0.6800	0.7293	0.7293	0.6800
70	DolphonUltrasound72BV0.5	2025-05-22 23:17:06	1.0000	0.6200	0.4799	0.3813	0.3401
75	DolphonUltrasound72BV0.5	2025-05-22 23:17:06	1.0000	0.9200	0.5000	0.4600	0.4783
74is_normal	DolphonUltrasound72BV0.5	2025-05-22 23:17:06	1.0000	0.7798	0.8824	0.6129	0.6175
74is_visible	DolphonUltrasound72BV0.5	2025-05-22 23:17:06	1.0000	0.3211	0.5577	0.5784	0.3183
anatomy	DolphonUltrasound72BV0.5	2025-05-22 23:17:07	1.0000	0.0000	0.0000	0.0000	0.0000
28_class	DolphonUltrasound72BV0.5	2025-05-22 23:17:08	1.0000	1.0000	1.0000	1.0000	1.0000
