task_id	model	timestamp	parser_rate	acc	precision	recall	f1
03	InternVL3-9B-Instruct	2025-05-09 15:23:16	1.0000	0.8248	0.8164	0.9365	0.8420
03	Do-7B	2025-05-09 15:23:17	1.0000	0.5255	0.3356	0.4806	0.3686
03	gemini-2.5-pro-preview-03-25	2025-05-09 15:23:17	1.0000	0.9416	0.9066	0.9663	0.9322
03	Do-3B	2025-05-09 15:23:18	1.0000	0.5401	0.4324	0.7143	0.5068
03	Mistral-Small-3.1-24B-Instruct-2503	2025-05-09 15:23:19	1.0000	0.6788	0.8340	0.8011	0.7786
03	DeepSeek-VL2	2025-05-09 15:23:19	1.0000	0.0000	0.0000	0.0000	0.0000
03	Gemma-3-27b-it	2025-05-09 15:23:20	1.0000	0.8613	0.8375	0.8997	0.8592
03	Gemma-3-27b-it	2025-05-09 15:23:20	1.0000	0.8540	0.8427	0.8846	0.8558
03	LLaVA-1.5-13B-HF	2025-05-09 15:23:21	1.0000	0.5547	0.3514	0.4051	0.3121
03	Phi-4-multimodal-instruct	2025-05-09 15:23:22	1.0000	0.5109	0.2525	0.3354	0.2738
37	InternVL3-9B-Instruct	2025-05-09 15:23:26	1.0000	0.3357	0.1407	0.2318	0.1333
37	local_model	2025-05-09 15:23:31	1.0000	0.0000	0.0000	0.0000	0.0000
37	Do-7B	2025-05-09 15:23:35	1.0000	0.3091	0.0195	0.0153	0.0147
37	gemini-2.5-pro-preview-03-25	2025-05-09 15:23:40	1.0000	0.5346	0.2675	0.3811	0.3118
37	Do-3B	2025-05-09 15:23:44	1.0000	0.4423	0.1120	0.1139	0.1017
37	Mistral-Small-3.1-24B-Instruct-2503	2025-05-09 15:23:48	1.0000	0.3499	0.1297	0.2546	0.1524
37	Gemma-3-27b-it	2025-05-09 15:23:53	1.0000	0.3446	0.1498	0.2516	0.1599
37	Gemma-3-27b-it	2025-05-09 15:23:57	1.0000	0.3464	0.1199	0.2019	0.1277
37	LLaVA-1.5-13B-HF	2025-05-09 15:24:01	1.0000	0.2913	0.0828	0.0748	0.0730
37	Phi-4-multimodal-instruct	2025-05-09 15:24:06	1.0000	0.2895	0.0708	0.0551	0.0495
50	InternVL3-9B-Instruct	2025-05-09 15:24:06	1.0000	0.3039	0.1914	0.3039	0.2234
50	local_model	2025-05-09 15:24:06	1.0000	0.0000	0.0000	0.0000	0.0000
