task_id	model	timestamp	parser_rate	acc	precision	recall	f1
03	InternVL3-9B-Instruct	2025-05-09 15:49:34	1.0000	0.8248	0.8164	0.9365	0.8420
03	Do-7B	2025-05-09 15:49:35	1.0000	0.5255	0.3356	0.4806	0.3686
03	qwen2.5-vl-3b-instruct	2025-05-09 15:49:36	1.0000	0.5401	0.6914	0.8333	0.7098
03	gemini-2.5-pro-preview-03-25	2025-05-09 15:49:37	1.0000	0.9416	0.9066	0.9663	0.9322
03	Do-3B	2025-05-09 15:49:37	1.0000	0.5401	0.4324	0.7143	0.5068
03	Mistral-Small-3.1-24B-Instruct-2503	2025-05-09 15:49:38	1.0000	0.6788	0.8340	0.8011	0.7786
03	Qwen2.5-VL-72B-Instruct	2025-05-09 15:49:39	1.0000	0.7518	0.6130	0.7693	0.6467
03	Qwen2.5-VL-32B-Instruct	2025-05-09 15:49:39	1.0000	0.9051	0.8695	0.9656	0.9031
03	DeepSeek-VL2	2025-05-09 15:49:40	1.0000	0.0000	0.0000	0.0000	0.0000
03	Gemma-3-27b-it	2025-05-09 15:49:41	1.0000	0.8613	0.8375	0.8997	0.8592
03	Gemma-3-27b-it	2025-05-09 15:49:42	1.0000	0.8540	0.8427	0.8846	0.8558
03	LLaVA-1.5-13B-HF	2025-05-09 15:49:42	1.0000	0.5547	0.3514	0.4051	0.3121
03	Phi-4-multimodal-instruct	2025-05-09 15:49:43	1.0000	0.5109	0.2525	0.3354	0.2738
03	doubao-1.5-vision-pro-32k-250115	2025-05-09 15:49:44	1.0000	0.9270	0.9020	0.9339	0.9131
03	Qwen2.5-VL-7B-Instruct-Pro	2025-05-09 15:49:45	1.0000	0.5255	0.4900	0.6883	0.5328
37	InternVL3-9B-Instruct	2025-05-09 15:49:50	1.0000	0.3357	0.1407	0.2318	0.1333
37	local_model	2025-05-09 15:49:55	1.0000	0.0000	0.0000	0.0000	0.0000
37	Do-7B	2025-05-09 15:49:59	1.0000	0.3091	0.0195	0.0153	0.0147
37	qwen2.5-vl-3b-instruct	2025-05-09 15:50:03	1.0000	0.3623	0.1208	0.3333	0.1773
37	gemini-2.0-pro-exp-02-05	2025-05-09 15:50:07	1.0000	0.5631	0.4135	0.5355	0.4441
37	gemini-2.5-pro-preview-03-25	2025-05-09 15:50:11	1.0000	0.5346	0.2675	0.3811	0.3118
37	Do-3B	2025-05-09 15:50:16	1.0000	0.4423	0.1120	0.1139	0.1017
37	Mistral-Small-3.1-24B-Instruct-2503	2025-05-09 15:50:20	1.0000	0.3499	0.1297	0.2546	0.1524
37	Qwen2.5-VL-72B-Instruct	2025-05-09 15:50:24	1.0000	0.3375	0.2490	0.2484	0.1788
37	Qwen2.5-VL-32B-Instruct	2025-05-09 15:50:28	1.0000	0.3588	0.2537	0.2622	0.2319
37	qwen-max-2025-01-25	2025-05-09 15:50:32	1.0000	0.3464	0.2540	0.3350	0.2159
37	Gemma-3-27b-it	2025-05-09 15:50:36	1.0000	0.3446	0.1498	0.2516	0.1599
37	Gemma-3-27b-it	2025-05-09 15:50:40	1.0000	0.3464	0.1199	0.2019	0.1277
37	LLaVA-1.5-13B-HF	2025-05-09 15:50:44	1.0000	0.2913	0.0828	0.0748	0.0730
37	Phi-4-multimodal-instruct	2025-05-09 15:50:49	1.0000	0.2895	0.0708	0.0551	0.0495
37	gpt-4o-mini	2025-05-09 15:50:53	1.0000	0.4405	0.3834	0.4192	0.3811
37	doubao-1.5-vision-pro-32k-250115	2025-05-09 15:50:57	1.0000	0.3694	0.4527	0.2685	0.1708
37	Qwen2.5-VL-7B-Instruct-Pro	2025-05-09 15:51:01	1.0000	0.2718	0.2760	0.2656	0.2503
37	gpt-4o-2024-08-06	2025-05-09 15:51:05	1.0000	0.1172	0.4413	0.0863	0.0939
37	claude-3-7-sonnet-20250219	2025-05-09 15:51:09	1.0000	0.3250	0.0077	0.0206	0.0112
50	InternVL3-9B-Instruct	2025-05-09 15:51:10	1.0000	0.3039	0.1914	0.3039	0.2234
50	local_model	2025-05-09 15:51:10	1.0000	0.0000	0.0000	0.0000	0.0000
50	Do-7B	2025-05-09 15:51:10	1.0000	0.1569	0.0089	0.0157	0.0113
50	qwen2.5-vl-3b-instruct	2025-05-09 15:51:10	1.0000	0.3333	0.1111	0.3333	0.1667
50	gemini-2.5-pro-preview-03-25	2025-05-09 15:51:10	1.0000	0.3431	0.2092	0.2574	0.1615
50	Do-3B	2025-05-09 15:51:10	1.0000	0.2843	0.2071	0.2132	0.1774
50	Mistral-Small-3.1-24B-Instruct-2503	2025-05-09 15:51:11	1.0000	0.3824	0.2776	0.3824	0.2938
50	DeepSeek-VL2	2025-05-09 15:51:11	1.0000	0.0000	0.0000	0.0000	0.0000
50	Gemma-3-27b-it	2025-05-09 15:51:11	1.0000	0.3333	0.1111	0.3333	0.1667
50	Gemma-3-27b-it	2025-05-09 15:51:11	1.0000	0.3333	0.1111	0.3333	0.1667
50	LLaVA-1.5-13B-HF	2025-05-09 15:51:11	1.0000	0.3137	0.2830	0.2353	0.2096
50	Phi-4-multimodal-instruct	2025-05-09 15:51:12	1.0000	0.2941	0.0859	0.1471	0.0853
50	doubao-1.5-vision-pro-32k-250115	2025-05-09 15:51:12	1.0000	0.3725	0.2902	0.3725	0.2801
53	InternVL3-9B-Instruct	2025-05-09 15:51:15	1.0000	0.0792	0.0921	0.0310	0.0333
53	local_model	2025-05-09 15:51:18	1.0000	0.0000	0.0000	0.0000	0.0000
53	Do-7B	2025-05-09 15:51:21	1.0000	0.3960	0.0293	0.0216	0.0249
53	qwen2.5-vl-3b-instruct	2025-05-09 15:51:25	1.0000	0.0000	0.0000	0.0000	0.0000
53	gemini-2.5-pro-preview-03-25	2025-05-09 15:51:31	1.0000	0.5743	0.1667	0.1418	0.1428
53	Do-3B	2025-05-09 15:51:34	1.0000	0.0000	0.0000	0.0000	0.0000
53	Mistral-Small-3.1-24B-Instruct-2503	2025-05-09 15:51:38	1.0000	0.1089	0.0291	0.0924	0.0443
53	Qwen2.5-VL-72B-Instruct	2025-05-09 15:51:41	1.0000	0.1683	0.0922	0.0950	0.0636
53	Qwen2.5-VL-32B-Instruct	2025-05-09 15:51:44	1.0000	0.2475	0.1281	0.0927	0.0927
53	DeepSeek-VL2	2025-05-09 15:51:47	1.0000	0.0000	0.0000	0.0000	0.0000
53	qwen-max-2025-01-25	2025-05-09 15:51:50	1.0000	0.3267	0.1512	0.1579	0.1275
53	Gemma-3-27b-it	2025-05-09 15:51:54	1.0000	0.1089	0.1527	0.0951	0.0697
53	Gemma-3-27b-it	2025-05-09 15:51:57	1.0000	0.1287	0.1632	0.1057	0.0806
53	LLaVA-1.5-13B-HF	2025-05-09 15:52:00	1.0000	0.0990	0.0485	0.0241	0.0204
53	Phi-4-multimodal-instruct	2025-05-09 15:52:03	1.0000	0.5842	0.2213	0.1260	0.1296
53	Qwen2.5-VL-7B-Instruct-Pro	2025-05-09 15:52:13	1.0000	0.2277	0.1168	0.0756	0.0811
53	claude-3-7-sonnet-20250219	2025-05-09 15:52:19	1.0000	0.1386	0.0219	0.1029	0.0361
69	InternVL3-9B-Instruct	2025-05-09 15:52:20	1.0000	0.0000	0.0000	0.0000	0.0000
69	local_model	2025-05-09 15:52:20	1.0000	0.0000	0.0000	0.0000	0.0000
69	Do-7B	2025-05-09 15:52:20	1.0000	0.0100	0.0127	0.0003	0.0006
69	qwen2.5-vl-3b-instruct	2025-05-09 15:52:20	1.0000	0.0000	0.0000	0.0000	0.0000
69	gemini-2.0-pro-exp-02-05	2025-05-09 15:52:20	1.0000	0.0000	0.0000	0.0000	0.0000
69	gemini-2.5-pro-preview-03-25	2025-05-09 15:52:20	1.0000	0.0000	0.0000	0.0000	0.0000
69	Do-3B	2025-05-09 15:52:20	1.0000	0.0000	0.0000	0.0000	0.0000
69	Mistral-Small-3.1-24B-Instruct-2503	2025-05-09 15:52:21	1.0000	0.0000	0.0000	0.0000	0.0000
69	Qwen2.5-VL-72B-Instruct	2025-05-09 15:52:21	1.0000	0.0000	0.0000	0.0000	0.0000
69	Qwen2.5-VL-32B-Instruct	2025-05-09 15:52:21	1.0000	0.0000	0.0000	0.0000	0.0000
69	DeepSeek-VL2	2025-05-09 15:52:21	1.0000	0.0000	0.0000	0.0000	0.0000
69	LLaVA-1.5-13B-HF	2025-05-09 15:52:21	1.0000	0.0000	0.0000	0.0000	0.0000
